RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METH,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,HOWLONG,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAY,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8-1,Q8-2,Q8-3,Q8-4,Q8-5,Q8-6,Q9Boarding,Q9AirTrain,Q9Rental,Q9Food,Q9Restroom,Q9All,Q9-1,Q9-2,Q9-3,Q10Safe,Q10-1,Q10-2,Q10-3,Q11TSAPRE,Q12PRECHECKRATE,Q12-1,Q12-2,Q12-3,Q13COUNTY,Q13GETRATE,Q14FIND ,Q14PASSTHRU,Q15PROBLEM,Q15A,Q15-1,Q15-2,Q15-3,NETPRO  ,Q17LIVE,Q18CITY,Q18COUNTY,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19Clear,Q20Age,Q21Gender,Q22Income,Q23FLY,Q24SJC,Q24OAK,LANG,WEIGHT
2924,2168,185,18,6,97,G,3,3,1,2,TURKISH AIRLINES,ISTANBUL,80,29,27,7,4,0.618055556,0.760416667,205,7,,,5,,,,1,2,2,2,3,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,0,,,,,,5,5,6,6,4,4,0,,,4,0,,,1,4,0,,,2,4,5,5,3,,,,,7,1,CONCORD,CONTRA COSTA COUNTY,CA,94519,US,2,2,2,1,1,3,3,3,1,0.670484223
1432,421,636,30,4,60,E,1,1,1,2,UNITED,LAS VEGAS,358,30,31,1,4,0.395833333,0.452777778,82,1,,,5,,,,2,2,1,1,6,1,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,0,0,,,0,,,,,5,0,0,0,0,,,,,8,1,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94105,US,5,2,3,1,4,1,2,1,1,1.486924802
3155,2263,607,22,3,66,E,3,2,1,2,UNITED,SAN DIEGO,1076,30,57,1,2,0.8125,0.916666667,150,1,,,11,,,,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4,4,4,4,3,4,0,,,3,0,,,0,,,,,0,0,0,0,0,,,,,8,3,DORTMUND,,,,GERMANY,15,0,3,1,0,2,2,2,1,1.486924802
492,2425,547,20,1,54,D,3,2,1,2,ALASKA,PORTLAND,1811,7,50,1,2,0.729166667,0.831944444,148,1,,,9,,,,0,0,1,0,1,1,2,0,5,0,0,0,5,0,0,0,0,0,0,0,0,4,0,,,,,,0,0,0,0,5,5,0,,,4,0,,,0,,,,,0,0,5,0,0,,,,,8,3,PULLMAN,WHITMAN COUNTY,WA,99163,US,10,2,5,1,0,0,0,0,1,1.10633221
1891,289,32,2,4,97,G,2,3,1,2,SINGAPORE AIRLINES,SINGAPORE,31,27,65,8,4,0.381944444,0.479166667,140,1,,,4,,,,1,2,1,2,1,1,2,0,4,3,5,4,4,3,3,6,4,6,6,6,6,4,0,,,,,,4,6,6,4,3,4,0,,,4,0,,,2,,,,,11,0,0,0,0,,,,,8,3,,,,,SINGAPORE,16,2,4,2,2,3,1,2,1,0.670484223
2773,1723,205,20,1,7,A,3,3,1,2,WOW,REYKJAVIK,162,33,54,6,1,0.6875,0.788194444,145,1,,,8,,,,1,2,1,1,1,2,0,3,3,3,4,4,4,6,6,5,4,6,6,6,6,4,0,,,,,,3,6,6,4,4,4,0,,,4,0,,,2,,,,,5,5,4,4,0,,,,,8,0,,,,,,99,2,2,2,0,3,2,2,1,0.608881283
283,2543,57,3,5,90,F,3,2,1,2,UNITED,BALTIMORE,1153,30,6,2,2,0.791666667,0.905555556,164,2,,,1,,,4,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,0,0,,,0,,,,,0,0,0,0,0,,,,,8,3,ELLICOTT CITY,HOWARD COUNTY,MD,21042,US,12,2,7,1,2,2,2,2,1,1.486924802
2768,1722,205,20,1,7,A,3,3,1,2,WOW,REYKJAVIK,162,33,54,6,1,0.625,0.788194444,235,2,,,4,,,,0,1,1,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,0,0,,,0,,,,,0,0,0,0,0,,,,,8,3,MEDFORD,JACKSON COUNTY,OR,97504,US,10,2,5,1,4,2,2,2,1,0.608881283
1862,1777,546,20,1,53,D,3,2,1,2,ALASKA,KAHULUI,1047,7,28,1,1,0.736111111,0.788194444,75,2,,,2,,,,2,2,2,2,3,2,3,6,6,6,4,4,5,6,6,3,5,6,6,6,6,4,0,,,,,,4,3,6,3,3,4,0,,,5,0,,,0,,,,,7,0,0,0,0,,,,,8,0,,,,,,99,0,0,0,0,0,0,0,1,1.10633221
2218,826,526,16,4,97,G,3,3,1,2,AER LINGUS,DUBLIN,146,1,18,6,3,N,0.729166667,N,2,,,3,,,,0,0,1,0,2,1,2,0,4,4,3,3,3,0,0,0,0,0,0,0,0,4,53,,,,,,0,0,0,5,4,4,0,,,4,0,,,0,,,,,11,0,4,0,0,,,,,8,3,PORTLAND,MULTNOMAH COUNTY,OR,97202,US,10,2,5,1,3,2,2,2,1,0.670484223
1433,1,72,5,7,72,F,2,2,1,2,UNITED,PORTLAND,1990,30,50,1,2,0.5,0.611111111,160,2,,,3,,,,1,0,0,0,5,1,4,5,4,4,4,4,5,0,0,6,0,0,0,0,0,4,0,,,,,,4,4,0,0,0,4,0,,,5,0,,,1,5,0,,,11,0,0,0,0,,,,,8,3,PORTLAND,MULTNOMAH COUNTY,OR,97219,US,10,2,7,1,0,1,2,2,1,1.486924802
1231,154,48,3,5,96,G,2,3,1,2,ANA ALL NIPPON,TOKYO-NARITA,7,9,69,8,4,0.375,0.513888889,200,2,,,6,,,,1,1,2,1,2,2,1,4,6,4,4,3,3,3,3,4,6,6,3,6,6,4,0,,,,,,4,4,4,6,3,3,0,,,4,0,,,3,,,,,0,0,0,0,0,,,,,8,3,UTUNOMIYA,,,,JAPAN,16,2,2,1,1,2,2,2,4,0.670484223
806,1608,130,13,1,54,D,1,1,1,2,ALASKA,BALTIMORE,1126,7,6,2,2,0.305555556,0.378472222,105,2,,,9,,,,1,2,1,2,1,1,4,0,4,4,4,4,4,4,4,4,3,6,4,6,3,4,0,,,,,,4,4,3,4,4,4,0,,,4,0,,,1,6,0,,,9,4,4,4,0,,,,,8,3,WEST PALM BEACH,PALM BEACH COUNTY,FL,33405,US,12,2,5,1,4,1,2,2,1,1.10633221
1056,1308,540,18,6,94,G,3,3,1,2,AIR CANADA,CALGARY,8590,3,10,4,2,0.541666667,0.788194444,355,2,,,3,,,,2,2,1,1,1,2,1,6,4,6,4,4,4,6,6,5,6,6,6,6,6,4,103,152,,,,,4,6,6,3,4,4,0,,,5,0,,,4,,,,,11,4,4,6,0,,,,,8,3,RENO,WASHOE COUNTY,NV,89509,US,10,2,2,2,0,0,2,2,1,0.346120232
2861,518,902,1,3,72,F,3,2,1,2,UNITED,SEATTLE,2161,30,62,1,4,0.1875,0.734027778,787,3,,,3,,,,2,1,1,2,2,1,2,5,4,3,4,3,4,3,3,3,6,6,6,6,6,4,0,,,,,,4,6,6,4,4,4,0,,,0,0,,,0,,,,,11,0,0,0,0,,,,,8,3,OCEANSIDE,SAN DIEGO COUNTY,CA,92054,US,10,2,3,1,2,2,2,2,1,1.486924802
2016,1649,634,30,4,81,F,1,1,1,2,UNITED,NEWARK,414,30,43,2,4,0.306944444,0.375,98,3,,,3,,,,2,2,1,3,1,2,0,6,3,1,5,5,5,6,6,0,6,6,6,6,6,4,154,153,,,,,4,6,6,3,4,5,0,,,5,2,,,2,,,,,11,3,4,6,0,,,,,8,3,DESERT HOT SPRINGS,RIVERSIDE COUNTY,CA,92241,US,10,2,7,2,0,0,0,0,1,1.486924802
1209,1398,525,15,3,28,B,3,2,1,2,SOUTHWEST,LAS VEGAS,1201,28,31,1,4,0.826388889,0.90625,115,3,,,1,,,0,1,1,1,1,3,1,2,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,0,,,,,,5,5,5,5,5,5,0,,,4,0,,,1,3,0,,,6,4,4,4,0,,,,,8,1,,,,,US,90,2,2,2,0,0,0,0,1,0.994274752
2687,1191,104,11,6,83,F,2,2,1,2,UNITED,ORLANDO,292,30,45,2,4,0.46875,0.543055556,107,4,,,3,,,,2,2,2,2,2,1,2,6,4,4,4,4,4,4,4,6,6,6,6,6,6,4,0,,,,,,4,6,6,4,4,4,0,,,4,0,,,2,,,,,11,6,6,6,0,,,,,8,3,BELL GARDENS,LOS ANGELES COUNTY,CA,90201,US,10,2,4,2,0,2,2,2,1,1.486924802
1325,115,52,3,5,2,A,2,2,1,2,JETBLUE,NEW YORK-JFK,616,22,42,2,4,0.586805556,0.65,91,5,,,5,,,,2,2,2,1,3,1,1,6,0,2,0,5,3,4,4,5,6,6,6,0,6,4,0,,,,,,5,6,6,0,4,5,0,,,0,0,,,1,0,0,,,0,0,0,0,0,,,,,8,3,BROOKLYN,KINGS COUNTY,NY,11212,US,12,2,6,2,0,0,2,2,1,0.670484223
912,1379,544,18,6,92,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,0.895833333,0.9375,60,2,,,3,,,,0,1,0,0,1,2,1,4,6,6,4,4,4,5,5,6,0,0,0,0,0,0,1,,,,,,5,6,6,6,5,5,0,,,4,3,,,0,,,,,11,0,3,0,1,SIGNANGE TO GATES,1,,,8,3,TORONTO,,,,CANADA,13,2,7,1,0,2,2,2,1,0.346120232
562,2500,178,17,5,3,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,0.583333333,0.697916667,165,2,,,2,,,,1,1,0,1,2,1,4,4,4,4,3,4,4,3,3,2,4,0,0,6,6,5,27,,,,,,4,3,3,3,3,4,0,,,3,0,,,1,3,0,,,25,0,4,3,1,CONFUSED GATE A3 TO TERMINAL 3.,1,,,8,2,STOCKTON,SAN JOAQUIN COUNTY,CA,95210,US,10,2,5,2,1,1,0,1,1,0.670484223
1871,1783,546,20,1,53,D,3,2,1,2,ALASKA,KAHULUI,1047,7,28,1,1,0.743055556,0.788194444,65,2,,,5,,,,0,0,0,1,4,1,2,4,3,2,3,3,4,6,6,4,3,6,3,6,6,3,0,,,,,,4,4,6,4,4,4,0,,,5,2,,,1,3,0,,,5,4,5,0,1,NO GATE NUMBER ON MOBILE BOARDING PASS - BUT CHECKE MONITORS.,1,,,8,1,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94110,US,5,2,3,2,2,2,2,2,1,1.10633221
888,1503,518,15,3,52,D,3,2,1,2,ALASKA,RALEIGH-DURHAM,1106,7,53,2,2,0.854166667,0.944444444,130,3,,,2,,,,0,1,0,0,2,1,4,0,4,4,4,2,4,6,6,6,4,6,6,6,6,4,0,,,,,,3,6,6,4,5,4,0,,,0,11,,,2,,,,,7,4,4,3,1,"PARKED ON LEVEL 3, NEAR B, BUT ALASKA TICKET BOOTH IS FURTHER DOWN TOWARD C OR D. ARROWS POINTED TOWARD ""B"" FOR ALASKA AIRLINES.",1,,,8,2,SANTA CRUZ,SANTA CRUZ COUNTY,CA,95065,US,10,0,6,1,4,2,1,2,1,1.10633221
2287,851,527,16,4,94,G,3,3,1,2,WOW,REYKJAVIK,162,33,54,6,1,0.666666667,0.788194444,175,1,,,2,,,,1,2,2,2,3,1,4,4,2,5,4,5,5,6,1,4,5,5,5,5,5,5,0,,,,,,3,3,3,3,3,3,0,,,4,0,,,2,,,,,7,5,4,3,1,RUDE INFORMATION DESK FOLKS AT DEPARTING AREA NOT HELPFUL,4,,,8,1,SAN JOSE,SANTA CLARA COUNTY,CA,95133,US,7,2,2,2,4,2,1,2,1,0.608881283
1944,1847,196,19,7,3,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,0.548611111,0.628472222,115,1,,,5,,,,1,2,2,2,4,1,3,4,4,4,3,3,3,3,0,2,4,4,6,6,6,4,504,501,,,,,1,6,6,6,4,4,0,,,4,4,,,1,2,0,,,7,4,2,4,1,"FLEW DELTA, PROVIDER AIR FRANCE. DID NOT KNOW WHETHER I SHOULD GO TO DELTA OR AIR FRANCE.",5,,,8,1,SAN JOSE,SANTA CLARA COUNTY,CA,95129,US,7,2,4,2,0,0,1,2,1,0.286357486
2007,1086,107,11,6,5,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,0.479166667,0.628472222,215,1,,,5,,,,1,2,1,1,1,1,2,6,3,6,3,5,4,6,6,2,6,6,6,6,6,4,11,35,,,,,4,4,4,4,4,4,0,,,5,7,,,2,,,,,5,5,2,3,1,"COMING FROM TERMINAL 3 INTO TERMINAL IT, IT WAS UNCLEAR EHERE CHECK-IN DESK NUMBERS ARE.",5,,,8,3,GENT,,,,BELGIUM,15,2,4,1,5,2,2,2,1,0.286357486
267,2527,184,18,6,101,G,2,3,1,2,AIR CANADA,TORONTO,750,3,70,4,4,0.583333333,0.704861111,175,1,,,3,,,,2,2,1,1,1,2,1,2,4,4,2,3,2,6,2,5,6,6,6,6,6,4,56,,,,,,3,6,6,4,3,4,0,,,4,4,,,2,,,,,11,6,2,6,1,FINDING MY GATE,5,,,8,3,TORONTO,,,,CANADA,13,2,5,1,3,2,2,2,1,0.346120232
2420,875,530,16,4,98,G,3,3,1,2,AIR NEW ZEALAND,AUCKLAND,7,6,3,9,2,0.746527778,0.902777778,225,2,,,3,,,,2,2,1,1,1,2,1,4,4,4,3,5,4,3,3,5,0,0,0,0,0,5,0,,,,,,5,0,0,0,5,5,0,,,5,0,,,4,,,,,11,0,4,6,1,COULD NOT FIND ANYTHING ABOUT WHERE AIRE NEW ZEALAND WAS LEAVING FROM,5,,,8,3,ADSUAIDE,,,,AUSTRALIA,19,2,7,1,1,2,2,2,1,0.670484223
627,2397,645,31,5,50,D,1,2,1,2,ALASKA,NEWARK,1174,7,43,2,4,0.25,0.326388889,110,2,,,5,,,,2,2,2,1,1,2,1,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,0,,,,,,5,5,5,5,5,5,0,,,5,2,,,1,5,1,,,5,3,3,0,1,COULDNT FIND TERMINAL ,5,,,8,3,PITTSBURGH,ALLEGHENY COUNTY,PA,15232,US,12,2,3,1,3,2,2,2,1,1.10633221
3148,2260,607,22,3,66,E,3,2,1,2,UNITED,SAN DIEGO,1076,30,57,1,2,0.875,0.916666667,60,10,,,3,,,,0,0,1,0,1,2,1,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,62,992,,,,,4,0,0,4,4,4,0,,,4,3,,,0,,,,,11,5,2,0,1,WENT WRONG WAY COULDN'T FIND BAGGAE CLAIM,5,,,8,3,EDMATON,,,,CANADA,13,2,7,1,2,2,2,2,1,1.486924802
2758,1247,96,10,5,43,C,2,1,1,2,DELTA,ATLANTA,2049,16,2,2,4,0.291666667,0.479166667,270,3,,,3,,,,0,1,1,1,3,1,4,2,3,3,3,3,2,4,3,2,6,6,3,6,6,3,502,,,,,,3,4,6,4,3,3,0,,,5,0,,,2,,,,,11,3,2,4,1,FIGURING OUT HOW TO GET TO THE AIRTRAIN WAS TRICKY,7,,,8,2,ARCATA,HUMBOLDT COUNTY,CA,95521,US,10,2,2,2,0,2,2,2,1,1.178946078
1304,109,52,3,5,2,A,2,2,1,2,JETBLUE,NEW YORK-JFK,616,22,42,2,4,0.5625,0.65,126,3,,,2,,,,1,1,2,2,1,1,3,1,2,3,4,4,4,3,3,4,6,6,6,6,6,3,14,17,153,105,19,,5,6,6,5,4,4,0,,,5,2,,,2,,,,,1,4,4,4,1,IT'S A MINOR ISSUE BUT A STARBUCKS OR JAMBA JUICE WOULD BE NICE TO HAVE IN THIS TERMINAL,13,,,8,1,HAYWARD,ALAMEDA COUNTY,CA,94541,US,1,2,3,2,4,2,1,1,1,0.670484223
2643,1014,156,15,3,11,A,1,2,1,2,JETBLUE,NEW YORK-JFK,16,22,42,2,4,0.1875,0.291666667,150,6,,,9,,,,1,1,2,1,2,1,1,6,6,4,3,4,4,6,6,4,3,6,1,6,4,4,0,,,,,,4,4,4,4,4,4,0,,,4,0,,,1,2,14,,,1,4,5,3,1,NO PLACE TO GET COFFEE,13,,,8,3,NEW FAIRFIELD,FAIRFIELD COUNTY,CT,6812,US,12,2,6,2,3,2,2,2,1,0.670484223
1992,1097,106,11,6,8,A,2,3,1,2,AIR FRANCE/KLM,AMSTERDAM,606,5,1,6,4,0.527777778,0.579861111,75,1,,,2,,,,2,1,2,2,4,1,4,4,3,3,4,4,3,6,6,2,2,3,2,2,1,3,74,204,,,,,4,3,3,2,3,3,0,,,5,0,,,1,5,2,,,1,0,5,5,1,CROWDING AND ELEING AT GATE 8.,21,,,8,1,PIEDMONT,ALAMEDA COUNTY,CA,94620,US,1,2,3,1,4,1,1,1,1,0.286357486
353,2590,62,4,6,53,D,1,1,1,2,ALASKA,NEWARK,1176,7,43,2,4,0.326388889,0.399305556,105,2,,,2,,,,1,2,1,2,1,1,2,4,4,4,4,4,4,4,4,1,6,6,4,6,6,4,0,,,,,,2,4,6,5,4,4,0,,,5,0,,,1,5,1,,,5,4,4,4,1,COULDNT CONNECT TO WIFI BUT NOT THE END OF  THE WORLD,21,,,8,3,NORTH BERGEN,HUDSON COUNTY,NJ,7047,US,12,2,4,1,2,1,2,2,1,1.10633221
698,2352,638,30,4,6,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,0.354166667,0.545138889,275,3,,,5,,,,1,1,0,1,3,1,2,3,4,3,4,4,3,3,3,2,3,6,6,6,6,3,11,22,,,,,4,0,0,0,3,4,0,,,4,0,,,2,,,,,6,3,3,3,1,WI-FI.,21,,,8,1,SAN MATEO,SAN MATEO COUNTY,CA,94404,US,6,2,3,2,2,3,2,2,1,0.319164822
1628,1896,173,17,5,11,A,2,3,1,2,KOREAN AIR,SEOUL,24,23,63,8,4,0.40625,0.53125,180,3,,,2,,,,1,2,2,1,3,1,4,4,4,4,2,4,4,6,6,5,5,5,6,6,6,4,0,,,,,,3,6,6,3,3,3,0,,,5,0,,,2,,,,,7,4,5,5,1,ESCALATOR TO THE GATE NOT WORKING. NO RESTROOMS AT THE GATE LEVEL,23,22,,8,1,LOS ALTOS,SANTA CLARA COUNTY,CA,94024,US,7,2,4,2,4,2,1,2,1,0.670484223
2011,1088,107,11,6,5,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,0.541666667,0.628472222,125,1,,,9,,,,1,2,2,1,3,1,3,3,3,4,5,5,5,6,6,4,6,6,5,6,4,5,0,,,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,7,4,5,3,1,SLOW SECURITY-- TOO MANY BAGS WERE SELECTED FOR ADDITIONAL SCREENING.,31,,,8,3,KYIV,,,,UKRAINE,15,2,4,1,2,1,1,2,1,0.286357486
1925,1831,196,19,7,3,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,0.541666667,0.628472222,125,2,,,2,,,,1,1,2,1,3,1,4,4,3,3,2,4,4,6,6,5,2,4,4,4,3,4,205,,,,,,5,4,4,5,4,4,0,,,5,0,,,2,,,,,5,3,4,1,1,"NEW ELECTRONIC RULES WERE NOT CLEAR, CAUSINGDELAYS 7 FORCED REPACKING OF BAGS",31,,,8,1,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94116,US,5,2,4,2,4,2,2,2,1,0.286357486
2852,509,902,1,3,72,F,3,2,1,2,UNITED,SEATTLE,2161,30,62,1,4,0.3125,0.734027778,607,1,,,11,,,,2,2,1,2,1,1,4,4,3,4,0,4,4,4,4,1,2,0,0,0,0,3,0,,,,,,4,5,5,4,4,4,0,,,5,0,,,2,,,,,1,2,3,2,1,TSA GUY WAS A RUDE JERK.,32,,,8,3,AUBURN,KING COUNTY,WA,98001,US,10,2,7,1,2,2,2,2,1,1.486924802
1783,2767,66,5,7,88,F,1,1,1,2,UNITED,RALEIGH-DURHAM,1445,30,53,2,2,0.298611111,0.395833333,140,1,,,9,,,,1,2,1,2,1,2,1,4,4,4,4,4,6,6,6,6,4,6,4,4,4,4,0,,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,0,3,4,2,1,TSA CONFUSION WITH HANDICAPPED PASSENGERS.,32,,,8,3,BURLINGTON,ALAMANCE COUNTY,NC,27215,US,12,2,4,1,4,2,1,2,1,1.486924802
3125,1761,549,20,1,51,D,3,2,1,2,ALASKA,NEWARK,1182,7,43,2,4,0.822916667,0.899305556,110,1,,,5,,,,1,2,1,1,4,1,2,3,3,3,4,3,3,3,3,5,3,2,4,3,6,3,201,,,,,,5,4,6,4,4,4,0,,,4,0,,,2,,,,,5,4,4,1,1,LONG SECURITY LINES,32,,,8,3,NEW YORK,NEW YORK COUNTY,NY,10018,US,12,2,4,1,4,2,2,1,1,1.10633221
921,1383,544,18,6,92,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,0.8125,0.9375,180,1,,,9,,,,1,2,1,1,1,1,4,3,1,3,5,5,5,4,4,5,5,5,5,5,5,3,102,,,,,,5,5,5,5,5,5,0,,,5,0,,,1,1,3,,,7,5,5,1,1,SECURITY SCREENING,32,,,8,3,,,,,CANADA,13,2,4,1,4,2,2,2,1,0.346120232
3267,2291,606,22,3,72,F,3,2,1,2,UNITED,LAS VEGAS,394,30,31,1,4,0.69375,0.881944444,271,1,,,6,,,,1,1,1,1,3,1,3,3,4,4,4,5,4,4,5,5,4,5,5,6,5,4,0,,,,,,5,4,5,5,4,5,0,,,3,10,20,,2,,,,,6,5,5,1,1,TSA WAS UNDERSTAFFED 1 HR AND 10 MINS IS COMPLETELY UNACCEPTABLE AND STAFF DIDN'T CARE. THEY WERE UPSETTING EVERYONE.,32,,,8,3,TORONTO,,,,CANADA,13,2,4,1,0,2,2,2,1,1.486924802
3229,2270,608,23,4,57,D,3,2,1,2,AMERICAN,PHOENIX,1703,8,49,1,4,N,0.711805556,N,1,,,5,,,,2,2,2,2,2,1,3,3,5,3,4,4,4,6,6,2,4,4,4,4,4,4,212,14,,,,,5,3,0,5,5,5,1,,,5,16,,,2,,,,,6,5,5,1,1,SECURITY.,32,,,8,3,PHOENIX,MARICOPA COUNTY,AZ,85048,US,10,2,6,1,4,2,1,2,1,1.061139364
489,2424,547,20,1,54,D,3,2,1,2,ALASKA,PORTLAND,1811,7,50,1,2,0.6875,0.831944444,208,1,,,5,,,,2,1,1,2,2,1,1,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,0,,,,,,5,0,6,5,3,4,0,,,5,0,,,2,,,,,5,5,5,1,1,LONG WAIT TO GET THROUGH SECURITY. MY BAG WAS PULLED OUT AND I HAD TO WAIT A LONG TIME FOR SOMEONE TO CHECK IT SO I COULD LEAVE.,32,,,8,3,PORTLAND,MULTNOMAH COUNTY,OR,97203,US,10,2,4,1,3,3,2,2,1,1.10633221
1733,1968,556,21,2,101,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,0.833333333,0.9375,150,2,3,,2,,,,0,1,0,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14,,,,,,4,4,4,4,4,4,0,,,5,0,,,1,2,4,3,,5,4,4,3,1,"THEY STOPPED ME AFTER PASSING THE SCAN, TOLD ME TO WAIT ON THE SIDE. MY BAGS GOING THROUGH THE SCAN WERE GETTING STUCK (BETWEEN NO TRAY WAS BRAIDED FOR MY BELT) AND THE SECURITY WOULDN'T LET ME GO MOVE THE BAG OR HELP ME AVERT. TOOK THE OTHER SECURITY PERSON TWO-THREE MINUTES TO COME.",32,,,8,3,TORONTO,,,,CANADA,13,2,3,2,4,1,2,2,1,0.346120232
2137,858,528,16,4,94,G,3,3,1,2,AIR CANADA,VANCOUVER,571,3,71,4,2,0.631944444,0.836805556,295,2,,,3,,,,1,2,1,1,1,1,1,3,3,4,5,5,5,4,4,5,6,6,6,6,6,4,102,201,,,,,4,6,6,3,3,3,5,,,4,3,,,2,,,,,11,3,2,3,1,"TSA CHECK LINE, OFFICERS WEREN'T ORGANIZED, COULD HAVE MOVED FASTER AND MORE EFFICIENTLY",32,,,8,3,SURREY,,,,CANADA,13,2,2,2,2,2,2,2,1,0.346120232
262,2522,184,18,6,101,G,2,3,1,2,AIR CANADA,TORONTO,750,3,70,4,4,0.583333333,0.704861111,175,2,,,9,,,,1,2,2,1,1,1,2,4,4,4,4,4,4,6,6,4,4,6,5,6,4,4,201,203,,,,,5,4,4,5,4,4,0,,,4,0,,,2,,,,,4,3,5,3,1,WE WERE PRIORITY & WAITED 10 MINUTES IN LINE B/C PPL WERE ASKING FOR INFO SHOULD BE MOVED TO ANOTHER LANE IF JUST INQUIRING. SHOULD NOT BE IN PRIORITY BUSINESS,32,,,8,3,TORONRO,,,,CANADA,13,2,3,2,0,3,2,2,1,0.346120232
2999,2209,613,23,4,58,D,3,2,1,2,AMERICAN,MIAMI,556,8,37,2,4,0.53125,0.894444444,523,2,,,9,,,,2,1,1,1,1,1,4,5,4,4,5,4,5,5,5,5,4,4,3,6,4,4,205,206,5,153,,,4,4,4,4,4,4,0,,,4,0,,,2,,,,,0,3,5,3,1,QUESTION 8,32,,,8,3,MIAMI,MIAMI-DADE COUNTY,FL,33151,US,12,2,4,2,0,0,0,0,1,1.061139364
2992,2205,613,23,4,58,D,3,2,1,2,AMERICAN,MIAMI,556,8,37,2,4,0.50625,0.894444444,559,2,,,2,5,,,1,1,1,1,1,1,3,4,3,3,4,3,3,3,3,2,4,3,3,3,3,4,11,,,,,,4,4,6,3,5,4,0,,,5,0,,,2,,,,,5,4,4,2,1,SECURITY LINE WAS VERY LONG,32,,,8,3,MIAMI,MIAMI-DADE COUNTY,FL,33131,US,12,2,4,1,3,2,2,2,1,1.061139364
3062,2026,209,20,1,11,A,1,3,1,2,PHILIPPINE AIRLINES,MANILA,105,25,35,8,2,0.875,1.024305556,215,2,,,2,,,,1,1,0,0,1,1,4,5,3,3,4,4,4,3,3,3,5,5,5,5,4,4,0,,,,,,5,5,6,3,5,5,0,,,4,0,,,1,3,7,,,6,5,5,1,1,SECURITY CHECK TOO SLOW,32,,,8,3,,,,,PHILLIPINES,19,0,7,1,2,2,2,0,1,0.670484223
3078,2033,209,20,1,11,A,1,3,1,2,PHILIPPINE AIRLINES,MANILA,105,25,35,8,2,0.864583333,1.024305556,230,2,,,2,,,,1,2,2,2,1,1,4,4,4,4,5,5,5,6,6,4,5,4,6,6,6,4,212,202,,,,,4,6,6,3,4,4,0,,,3,12,,,2,,,,,7,5,5,1,1,LONG DELAYS @ SECURITY LINE.,32,,,8,1,SAN JOSE,SANTA CLARA COUNTY,CA,95111,US,7,2,5,2,2,2,1,2,1,0.670484223
2009,1087,107,11,6,5,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,0.486111111,0.628472222,205,2,,,5,,,,1,1,1,1,3,2,1,6,3,3,3,4,4,6,6,2,6,6,6,6,6,3,22,32,,,,,5,6,6,4,4,5,0,,,4,20,,,2,,,,,5,5,6,3,1,LINES FOR SECURITY CONTROLS ARE CONFUSING AND NOT FLUID.,32,,,8,3,PARIS,,,,FRANCE,15,2,3,1,3,2,2,2,1,0.286357486
